id,owner_id,name,breed,petType,imageUrl,dob,gender,sex,created,updated,status,timezone
5202,4015,Penelope,Aust Shep,Dog,NULL,2011-03-31 00:00:00,0,Spayed Female,2016-01-29 13:40:34,NULL,3,NULL
5203,4016,Smokey II,Shih Tzu,Dog,NULL,2005-09-08 00:00:00,1,Neutered Male,2016-01-29 13:49:44,NULL,3,NULL
5204,4017,Mustachely,Havanese Mix,Dog,NULL,2015-06-11 00:00:00,0,Intact Female,2016-01-29 13:50:37,NULL,3,NULL
5205,4018,Smokey III,Shih Tzu,Dog,NULL,2007-07-25 00:00:00,1,Neutered Male,2016-01-29 13:54:29,NULL,3,NULL
5206,4019,Max,Mastiff,Dog,NULL,2007-07-08 00:00:00,1,Neutered Male,2016-01-29 13:57:08,NULL,3,NULL
5207,4020,Harley,Spaniel Mix,Dog,NULL,2008-10-26 00:00:00,1,Neutered Male,2016-01-29 13:58:47,NULL,3,NULL
5208,4021,Oreo,"Spaniel, Cocker",Dog,NULL,2010-02-01 00:00:00,1,Neutered Male,2016-01-29 13:59:43,NULL,3,NULL
5209,4022,Angus,"Shepherd, German Mix",Dog,NULL,2008-09-17 00:00:00,1,Neutered Male,2016-01-29 14:38:47,NULL,3,NULL
5210,4023,Pipsqueak,Terrier Mix,Dog,NULL,2002-05-30 00:00:00,1,Neutered Male,2016-01-29 14:39:42,NULL,3,NULL
5211,4024,ruby,Patterdale Terrier,Dog,NULL,2011-09-14 00:00:00,0,Spayed Female,2016-01-29 15:51:48,NULL,3,NULL
5212,4025,keira,Shih Tzu,Dog,NULL,2009-06-25 00:00:00,0,Spayed Female,2016-01-29 15:52:48,NULL,3,NULL
5213,4026,shayla,German Shepherd Dog,Dog,NULL,2015-02-12 00:00:00,0,Intact Female,2016-01-29 15:53:45,NULL,3,NULL
5214,4027,mikki,Australian Silky Terrier,Dog,NULL,2008-01-16 00:00:00,1,Intact Male,2016-01-29 15:54:32,NULL,3,NULL
5215,4028,mikki,Border Collie,Dog,NULL,2009-05-07 00:00:00,1,Neutered Male,2016-01-29 15:56:14,NULL,3,NULL
5216,4029,thomas,DSH,Cat,NULL,2006-01-07 00:00:00,1,Neutered Male,2016-01-29 15:58:22,NULL,3,NULL
5217,4030,Harry,Labrador Retriever,Dog,NULL,2009-09-29 00:00:00,1,Neutered Male,2016-01-29 17:05:02,2016-04-13 15:00:18,3,America/New_York
5218,4031,Silver,Shih Tzu,Dog,NULL,2003-10-02 00:00:00,0,Spayed Female,2016-01-29 17:07:19,NULL,3,NULL
5219,4032,leo,Pomeranian,Dog,NULL,2009-05-19 00:00:00,1,Neutered Male,2016-01-29 19:25:08,NULL,3,NULL
5220,4033,Charlie,Boston Terrier,Dog,NULL,2015-11-30 00:00:00,1,Intact Male,2016-01-30 13:17:36,2016-06-16 15:00:01,3,America/Toronto
5221,4034,Sparky,Terr Mix,Dog,NULL,2008-09-01 00:00:00,1,Neutered Male,2016-01-30 13:46:57,NULL,3,NULL
5222,3411,WILLOW,DSH,Cat,NULL,2015-12-20 00:00:00,0,Intact Female,2016-01-30 17:04:37,NULL,3,NULL
5223,4037,Beowulf,DSH,Cat,NULL,2009-07-01 00:00:00,1,Neutered Male,2016-01-30 21:34:49,2016-05-24 15:00:01,3,America/Chicago
5224,4037,Ryder,DSH,Cat,NULL,2010-06-01 00:00:00,1,Neutered Male,2016-01-30 21:39:26,NULL,3,NULL
5225,NULL,alert1,Mixed,Dog,NULL,2016-01-05 00:00:00,1,Intact Male,2016-02-01 07:22:56,NULL,3,NULL
5226,4039,ruby,Patterdale Terrier,Dog,NULL,2011-07-06 00:00:00,0,Spayed Female,2016-02-01 08:28:12,NULL,3,NULL
5227,4040,keira,Shih Tzu,Dog,NULL,2010-06-14 00:00:00,0,Spayed Female,2016-02-01 08:34:09,NULL,3,NULL
5228,4041,shayla,German Shepherd Dog,Dog,NULL,2015-01-06 00:00:00,0,Intact Female,2016-02-01 08:38:15,NULL,3,NULL
5229,4042,mikki,Australian Silky Terrier,Dog,NULL,2008-07-06 00:00:00,1,Intact Male,2016-02-01 08:41:52,NULL,3,NULL
5230,4043,Taz,Whippet Mix,Dog,NULL,2000-11-22 00:00:00,1,Neutered Male,2016-02-01 13:15:14,NULL,3,NULL
5231,4044,Yetta,Hound Mix,Dog,NULL,2015-02-06 00:00:00,0,Intact Female,2016-02-01 13:17:24,NULL,3,NULL
5232,4045,Grady,"Schnauzer, Miniature",Dog,NULL,2005-09-09 00:00:00,1,Neutered Male,2016-02-01 13:18:14,NULL,3,NULL
5233,4046,Firefly,"Longhair, Domestic",Cat,NULL,2007-07-26 00:00:00,1,Neutered Male,2016-02-01 13:19:10,NULL,3,NULL
5234,4047,Annie,Collie Mix,Dog,NULL,2004-04-09 00:00:00,0,Spayed Female,2016-02-01 13:28:41,NULL,3,NULL
5235,4048,Prissy,York Terrier,Dog,NULL,2012-04-25 00:00:00,0,Spayed Female,2016-02-01 14:19:18,NULL,3,NULL
5236,4049,Kallee,"Shepherd, Australian Miniature",Dog,NULL,2015-07-19 00:00:00,0,Intact Female,2016-02-01 14:21:13,NULL,3,NULL
5237,4050,Chloe,"Retriever, Golden",Dog,NULL,2005-11-26 00:00:00,0,Spayed Female,2016-02-01 14:22:12,NULL,3,NULL
5238,4051,Sophie II,Maltese,Dog,NULL,2013-08-02 00:00:00,0,Spayed Female,2016-02-01 14:24:18,NULL,3,NULL
5239,4052,Gabby,Lab Mixed,Dog,NULL,2009-11-28 00:00:00,0,Spayed Female,2016-02-01 14:43:03,NULL,3,NULL
5240,4053,Sullivan,Goldendoodle,Dog,NULL,2013-11-18 00:00:00,1,Neutered Male,2016-02-01 14:44:12,NULL,3,NULL
5241,4054,Chayse,Golden Retriever,Dog,NULL,2010-12-19 00:00:00,1,Neutered Male,2016-02-01 14:44:59,NULL,3,NULL
5242,4055,Lila,DSH,Cat,NULL,2014-09-25 00:00:00,0,Intact Female,2016-02-01 14:45:45,NULL,3,NULL
5243,4056,Katy,shih Poo,Dog,NULL,2005-07-30 00:00:00,0,Spayed Female,2016-02-01 14:46:32,2016-02-01 21:47:27,3,NULL
5244,4057,Lexi,Bichon Frise,Dog,NULL,2010-03-28 00:00:00,0,Spayed Female,2016-02-01 14:47:35,2016-05-18 15:00:01,3,America/Toronto
5245,4058,Maud,DSH,Cat,NULL,2002-12-21 00:00:00,0,Spayed Female,2016-02-01 14:48:17,NULL,3,NULL
5246,4059,Deohgie,American Akita,Dog,NULL,2009-04-06 00:00:00,1,Neutered Male,2016-02-01 14:49:08,NULL,3,NULL
5247,4060,Jazzy,DSH,Cat,NULL,2011-09-23 00:00:00,0,Spayed Female,2016-02-01 14:50:37,NULL,3,NULL
5248,4061,Baloo,DSH,Cat,NULL,2013-04-01 00:00:00,1,Intact Male,2016-02-01 15:10:27,NULL,3,NULL
5249,4062,PC,DSH,Cat,NULL,2006-03-29 00:00:00,0,Spayed Female,2016-02-01 15:11:13,NULL,3,NULL
5250,4063,Kitty,DSH,Cat,NULL,2010-06-16 00:00:00,0,Spayed Female,2016-02-01 15:12:21,NULL,3,NULL
5251,4064,Lady,Border Collie,Dog,NULL,2007-08-04 00:00:00,0,Intact Female,2016-02-01 15:13:06,NULL,3,NULL
5252,4065,Charlie,Havanese,Dog,NULL,2014-07-07 00:00:00,1,Neutered Male,2016-02-01 15:14:25,NULL,3,NULL
5253,4066,Mikey,Maltipoo,Dog,NULL,2006-01-06 00:00:00,1,Neutered Male,2016-02-01 15:15:22,NULL,3,NULL
5254,4067,Caesar,Pug,Dog,NULL,2012-12-06 00:00:00,1,Intact Male,2016-02-01 15:16:25,NULL,3,NULL
5255,4068,Mecoe,Basset Hound,Dog,NULL,2010-11-06 00:00:00,1,Intact Male,2016-02-01 15:17:15,NULL,3,NULL
5256,4069,Nyla,Abyssinian,Cat,NULL,2005-01-14 00:00:00,0,Spayed Female,2016-02-01 15:18:22,NULL,3,NULL
5257,4070,Dizzy,DSH,Cat,NULL,2002-07-20 00:00:00,0,Spayed Female,2016-02-01 15:19:15,NULL,3,NULL
5258,4071,Flirt,Brittany,Dog,NULL,2007-11-09 00:00:00,0,Spayed Female,2016-02-01 15:20:16,NULL,3,NULL
5259,4072,Lucy,DSH,Cat,NULL,2012-05-01 00:00:00,0,Spayed Female,2016-02-01 15:21:42,NULL,3,NULL
5260,4073,Max,Mastiff Mixed,Dog,NULL,2012-12-16 00:00:00,1,Neutered Male,2016-02-01 15:22:39,NULL,3,NULL
5261,4074,Marley,DSH,Cat,NULL,2004-08-20 00:00:00,1,Neutered Male,2016-02-01 15:23:29,NULL,3,NULL
5262,4075,Bacca,Husky Mixed,Dog,NULL,2012-11-20 00:00:00,1,Neutered Male,2016-02-01 15:24:25,2016-04-15 15:00:02,3,America/Toronto
5263,4076,Max,Shih Tzu,Dog,NULL,2008-03-24 00:00:00,1,Neutered Male,2016-02-01 15:25:57,NULL,3,NULL
5264,4077,Armegeddon,American Bulldog,Dog,NULL,2012-12-21 00:00:00,1,Neutered Male,2016-02-01 15:27:29,NULL,3,NULL
5265,4078,Marlie,Boston Terrier,Dog,NULL,2011-04-12 00:00:00,0,Spayed Female,2016-02-01 15:29:56,NULL,3,NULL
5266,4079,Tank,DSH,Cat,NULL,2011-04-12 00:00:00,1,Neutered Male,2016-02-01 15:31:17,NULL,3,NULL
5267,4080,Mandy,DSH,Cat,NULL,2007-08-06 00:00:00,0,Spayed Female,2016-02-01 15:34:03,2016-06-29 15:00:01,3,America/Toronto
5268,4081,Stella,Jack Russell X,Dog,NULL,2009-04-25 00:00:00,0,Spayed Female,2016-02-01 15:34:05,NULL,3,NULL
5269,4082,Buster,DSH,Cat,NULL,2002-06-01 00:00:00,1,Neutered Male,2016-02-01 15:35:36,NULL,3,NULL
5270,4083,Bonnie,Beagle,Dog,NULL,2005-04-18 00:00:00,0,Intact Female,2016-02-01 15:36:36,NULL,3,NULL
5271,4084,Bulma,American Bulldog,Dog,NULL,2011-09-13 00:00:00,0,Intact Female,2016-02-01 15:37:28,NULL,3,NULL
5272,4085,Lily,DLH,Cat,NULL,2005-08-18 00:00:00,0,Spayed Female,2016-02-01 15:38:26,NULL,3,NULL
5273,4086,Sparkey,DSH,Cat,NULL,2009-07-01 00:00:00,0,Spayed Female,2016-02-01 15:39:53,NULL,3,NULL
5274,4087,Stewie,DSH,Cat,NULL,2007-09-19 00:00:00,1,Neutered Male,2016-02-01 15:40:36,NULL,3,NULL
5275,4088,Bailey,Cairn Terrier,Dog,NULL,2009-07-20 00:00:00,1,Neutered Male,2016-02-01 15:41:27,NULL,3,NULL
5276,4089,Morgan,English Cocker Spaniel,Dog,NULL,2004-04-23 00:00:00,0,Spayed Female,2016-02-01 15:42:55,NULL,3,NULL
5277,4090,TSara,Siamese,Cat,NULL,1998-05-01 00:00:00,0,Spayed Female,2016-02-01 15:44:05,NULL,3,NULL
5278,4091,Aaah,DSH,Cat,NULL,2010-09-16 00:00:00,1,Neutered Male,2016-02-01 15:51:23,NULL,3,NULL
5279,4092,Normal,DSH,Cat,NULL,2006-05-29 00:00:00,1,Neutered Male,2016-02-01 15:52:07,NULL,3,NULL
5280,4093,Ooooooo,DSH,Cat,NULL,2011-05-28 00:00:00,1,Neutered Male,2016-02-01 15:52:50,NULL,3,NULL
5281,4094,Sadie,Lab Mixed,Dog,NULL,2010-11-16 00:00:00,0,Spayed Female,2016-02-01 15:54:33,NULL,3,NULL
5282,4095,Tilly Two Tones,DSH,Cat,NULL,2006-05-29 00:00:00,0,Spayed Female,2016-02-01 15:55:50,NULL,3,NULL
5283,4096,Sam,DSH,Cat,NULL,2014-05-25 00:00:00,1,Neutered Male,2016-02-01 15:57:04,NULL,3,NULL
5284,4097,Willow,DSH,Cat,NULL,2014-05-25 00:00:00,0,Spayed Female,2016-02-01 15:57:49,NULL,3,NULL
5285,4098,Callaghan,DSH,Cat,NULL,2013-08-05 00:00:00,1,Intact Male,2016-02-01 15:58:51,NULL,3,NULL
5286,4099,Mulligan,DSH,Cat,NULL,2013-08-04 00:00:00,1,Intact Male,2016-02-01 15:59:42,NULL,3,NULL
5287,4100,McCoy,DSH,Cat,NULL,2009-04-21 00:00:00,1,Neutered Male,2016-02-01 16:00:56,2016-06-03 15:00:02,3,America/Toronto
5288,4101,Fergie,DSH,Cat,NULL,2002-03-25 00:00:00,1,Neutered Male,2016-02-01 16:02:42,NULL,3,NULL
5289,4102,Java,Newfoundland,Dog,NULL,2011-02-14 00:00:00,0,Spayed Female,2016-02-01 16:05:24,2017-02-10 15:00:19,3,America/Toronto
5290,4103,Moka,Great Pyrenees,Dog,NULL,2011-04-03 00:00:00,0,Spayed Female,2016-02-01 16:06:15,NULL,3,NULL
5291,4104,Rocki,DSH,Cat,NULL,2005-08-30 00:00:00,1,Neutered Male,2016-02-01 16:13:24,NULL,3,NULL
5292,4105,Delilah,Labrador Retriever,Dog,NULL,2007-10-26 00:00:00,0,Spayed Female,2016-02-01 16:14:29,NULL,3,NULL
5293,4106,Meeko,DSH,Cat,NULL,2007-06-07 00:00:00,0,Spayed Female,2016-02-01 16:15:42,NULL,3,NULL
5294,4107,Tank,Labrador Retriever,Dog,NULL,2004-09-25 00:00:00,1,Neutered Male,2016-02-01 16:16:29,NULL,3,NULL
5295,4108,Sox,Mastiff,Dog,NULL,2012-05-03 00:00:00,0,Spayed Female,2016-02-01 16:18:07,NULL,3,NULL
5296,4109,Rusty,DSH,Cat,NULL,2003-05-25 00:00:00,1,Neutered Male,2016-02-01 16:19:13,NULL,3,NULL
5297,4110,Gizmo,DSH,Cat,NULL,2003-09-01 00:00:00,1,Neutered Male,2016-02-01 16:21:15,NULL,3,NULL
5298,4111,Jasper,DSH,Cat,NULL,2013-07-07 00:00:00,1,Intact Male,2016-02-01 16:22:19,NULL,3,NULL
5299,4112,Tigger,Yorkie X Mixed,Dog,NULL,2012-11-12 00:00:00,1,Neutered Male,2016-02-01 16:23:25,NULL,3,NULL
5300,4113,Angel,Bearded Collie,Dog,NULL,2009-08-08 00:00:00,0,Spayed Female,2016-02-01 16:24:42,NULL,3,NULL
5301,4114,Unknown,"Terrier, Irish",Dog,NULL,2015-11-29 00:00:00,0,Intact Female,2016-02-01 16:25:51,NULL,3,NULL
5302,4115,Gilmour,Collie Mixed,Dog,NULL,2014-09-29 00:00:00,1,Intact Male,2016-02-01 16:26:00,NULL,3,NULL
5303,4116,Scrappy,"Terrier, Irish",Dog,NULL,2015-10-15 00:00:00,1,Intact Male,2016-02-01 16:26:44,NULL,3,NULL
5304,4117,Mooch,DSH,Cat,NULL,2009-10-15 00:00:00,1,Neutered Male,2016-02-01 16:26:46,NULL,3,NULL
5305,4118,Hemi,Doberman Pinscher,Dog,NULL,2015-02-11 00:00:00,1,Neutered Male,2016-02-01 16:27:48,NULL,3,NULL
5306,4119,Silver,German Shepherd Dog,Dog,NULL,2010-03-01 00:00:00,1,Neutered Male,2016-02-01 16:28:31,NULL,3,NULL
5307,4120,McKenzie,DSH,Cat,NULL,2013-02-04 00:00:00,0,Spayed Female,2016-02-01 16:29:44,NULL,3,NULL
5308,4121,Clarence,DSH,Cat,NULL,2013-05-11 00:00:00,1,Neutered Male,2016-02-01 16:30:45,NULL,3,NULL
5309,4122,Haleigh,shih Poo,Dog,NULL,2010-12-03 00:00:00,0,Spayed Female,2016-02-01 16:34:38,NULL,3,NULL
5310,4123,Chewy,Border Collie,Dog,NULL,2007-04-15 00:00:00,1,Neutered Male,2016-02-01 16:35:42,NULL,3,NULL
5311,4124,Pandora,Collie X Mixed,Dog,NULL,2002-11-22 00:00:00,0,Spayed Female,2016-02-01 16:37:08,NULL,3,NULL
5312,4125,Zoey,DSH,Cat,NULL,2009-09-12 00:00:00,0,Spayed Female,2016-02-01 16:37:54,NULL,3,NULL
5313,4126,Casey Jones,Shih Tzu Mixed,Dog,NULL,2004-07-02 00:00:00,1,Neutered Male,2016-02-01 16:39:11,NULL,3,NULL
5314,4127,Marley,Shar Pei Mix,Dog,NULL,2010-11-01 00:00:00,0,Spayed Female,2016-02-01 16:39:40,NULL,3,NULL
5315,4128,Louise,Border Collie Mixed,Dog,NULL,2005-07-14 00:00:00,0,Intact Female,2016-02-01 16:41:13,NULL,3,NULL
5316,4129,Stanley,DSH,Cat,NULL,2011-04-12 00:00:00,1,Neutered Male,2016-02-01 16:42:44,NULL,3,NULL
5317,4130,Eva,Pug,Dog,NULL,2011-08-24 00:00:00,0,Intact Female,2016-02-01 16:43:44,NULL,3,NULL
5318,4131,Bugsy,"Terrier, Jack Russell",Dog,NULL,2003-08-10 00:00:00,1,Neutered Male,2016-02-01 17:11:03,NULL,3,NULL
5319,4132,Jaxson,Lhasa Apso Mix,Dog,NULL,2009-05-01 00:00:00,1,Neutered Male,2016-02-01 19:09:01,NULL,3,NULL
5320,4133,Teddy,Pood.,Dog,NULL,2005-09-25 00:00:00,1,Neutered Male,2016-02-01 19:41:26,NULL,3,NULL
5321,4134,Chance,Bouvier des Ardennes,Dog,NULL,2014-03-24 00:00:00,1,Neutered Male,2016-02-01 19:48:28,NULL,3,NULL
5322,4135,Cheyenne,Border Collie Mix,Dog,NULL,2004-01-15 00:00:00,0,Intact Female,2016-02-01 19:48:32,NULL,3,NULL
5323,4136,Ninja,DSH,Cat,NULL,2008-10-09 00:00:00,0,Spayed Female,2016-02-01 19:52:14,NULL,3,NULL
5324,4137,Durango,Border Collie,Dog,NULL,2002-01-01 00:00:00,1,Neutered Male,2016-02-01 19:59:59,NULL,3,NULL
5325,4138,Oreo,DSH,Cat,NULL,2008-02-01 00:00:00,1,Neutered Male,2016-02-01 20:00:51,NULL,3,NULL
5326,4139,Josie,Pug,Dog,NULL,2006-06-21 00:00:00,0,Spayed Female,2016-02-01 20:02:31,NULL,3,NULL
5327,4140,Alexander,Sheltie,Dog,NULL,2015-01-09 00:00:00,1,Neutered Male,2016-02-01 20:04:02,NULL,3,NULL
5328,4141,Fergie,Mixed,Dog,NULL,2007-11-20 00:00:00,0,Spayed Female,2016-02-01 20:05:18,NULL,3,NULL
5329,4142,J.J.,DSH,Cat,NULL,2006-04-06 00:00:00,0,Spayed Female,2016-02-01 20:06:25,NULL,3,NULL
5330,4143,Jack,DSH,Cat,NULL,2010-02-13 00:00:00,1,Neutered Male,2016-02-01 20:11:12,NULL,3,NULL
5331,4144,Junior,DSH,Cat,NULL,2006-04-15 00:00:00,1,Neutered Male,2016-02-01 20:12:31,NULL,3,NULL
5332,4145,Lucy Lu,DSH,Cat,NULL,2011-05-06 00:00:00,0,Spayed Female,2016-02-01 20:13:33,NULL,3,NULL
5333,4146,Buffy,DSH,Cat,NULL,2008-08-16 00:00:00,0,Spayed Female,2016-02-01 20:14:36,NULL,3,NULL
5334,4147,Griffin,Golden Retriever,Dog,NULL,2011-05-11 00:00:00,1,Neutered Male,2016-02-01 20:15:27,NULL,3,NULL
5335,4148,Hudson,Golden Retriever,Dog,NULL,2005-04-15 00:00:00,1,Neutered Male,2016-02-01 20:16:09,NULL,3,NULL
5336,4149,Pina,Chihuahua,Dog,NULL,2006-06-09 00:00:00,0,Spayed Female,2016-02-01 20:17:20,NULL,3,NULL
5337,4150,Mitzi,Schnoodle,Dog,NULL,2006-05-05 00:00:00,0,Spayed Female,2016-02-01 20:18:32,NULL,3,NULL
5338,4151,Sadie,DSH,Cat,NULL,2004-04-13 00:00:00,0,Spayed Female,2016-02-01 20:22:55,NULL,3,NULL
5339,4152,Daisy,DSH,Cat,NULL,2002-02-05 00:00:00,0,Spayed Female,2016-02-01 20:24:03,NULL,3,NULL
5340,4153,Tisha,DSH,Cat,NULL,1999-09-22 00:00:00,0,Spayed Female,2016-02-01 20:26:28,NULL,3,NULL
5341,4154,Zoey,Chihuahua Mixed,Dog,NULL,2012-04-17 00:00:00,0,Spayed Female,2016-02-01 20:27:48,NULL,3,NULL
5342,4155,Piper,Jack Russell Terrier Mixed,Dog,NULL,2009-05-24 00:00:00,0,Spayed Female,2016-02-01 20:29:09,NULL,3,NULL
5343,4156,Malto,Bouvier des Ardennes Mixed,Dog,NULL,2010-12-25 00:00:00,1,Neutered Male,2016-02-01 20:30:10,NULL,3,NULL
5344,4157,Twinkle Toes,DSH,Cat,NULL,2015-09-08 00:00:00,0,Spayed Female,2016-02-01 20:31:14,NULL,3,NULL
5345,4158,Marley,Lab Mixed,Dog,NULL,2012-10-31 00:00:00,0,Spayed Female,2016-02-01 20:33:09,NULL,3,NULL
5346,4159,Shylo,Golden Retriever,Dog,NULL,2005-08-26 00:00:00,0,Intact Female,2016-02-01 20:34:21,NULL,3,NULL
5347,4160,Dexter,Austrailian Shepherd,Dog,NULL,2015-08-13 00:00:00,1,Intact Male,2016-02-01 20:35:38,NULL,3,NULL
5348,4161,Abby,Havanese,Dog,NULL,2011-12-26 00:00:00,0,Spayed Female,2016-02-01 20:39:01,NULL,3,NULL
5349,4162,Hudson,German Shepherd Dog,Dog,NULL,2014-08-20 00:00:00,1,Intact Male,2016-02-01 20:45:00,NULL,3,NULL
5350,4163,Toto,Miniature Schnauzer,Dog,NULL,2007-04-21 00:00:00,1,Neutered Male,2016-02-01 20:45:42,NULL,3,NULL
5351,4164,Karl Marx,DSH,Cat,NULL,2005-01-01 00:00:00,1,Neutered Male,2016-02-01 20:46:39,NULL,3,NULL
5352,4165,Charlie,Golden Retriever Mixed,Dog,NULL,2011-05-05 00:00:00,1,Neutered Male,2016-02-01 21:22:50,NULL,3,NULL
5353,2830,Bman,Golden Retriever,Dog,NULL,2014-12-15 00:00:00,1,Neutered Male,2016-02-01 21:45:27,2016-02-01 21:50:46,3,NULL
5354,4166,Skipper,Shih Tzu Mixed,Dog,NULL,2002-01-30 00:00:00,1,Neutered Male,2016-02-01 21:56:35,NULL,3,NULL
5355,4167,Lolly,Chihuahua Mixed,Dog,NULL,2012-09-25 00:00:00,0,Spayed Female,2016-02-01 21:57:35,NULL,3,NULL
5356,4168,Murphy,Chihuahua Mixed,Dog,NULL,2003-07-01 00:00:00,1,Neutered Male,2016-02-01 21:59:26,NULL,3,NULL
5357,4169,Wade,DSH,Cat,NULL,2011-07-07 00:00:00,1,Neutered Male,2016-02-01 22:00:15,NULL,3,NULL
5358,4170,Oliver,DSH,Cat,NULL,2003-08-11 00:00:00,0,Spayed Female,2016-02-01 22:02:30,NULL,3,NULL
5359,4171,Scruff,DSH,Cat,NULL,2007-10-16 00:00:00,1,Neutered Male,2016-02-01 22:03:07,NULL,3,NULL
5360,4172,Tuffy,DSH,Cat,NULL,2007-03-01 00:00:00,0,Spayed Female,2016-02-01 22:03:46,NULL,3,NULL
5361,4173,Yogi,Yorkie Mixed,Dog,NULL,2010-09-03 00:00:00,1,Neutered Male,2016-02-01 22:04:45,NULL,3,NULL
5362,4174,Tara,Lurcher,Dog,NULL,2006-07-26 00:00:00,0,Intact Female,2016-02-01 22:05:40,NULL,3,NULL
5363,4175,Essa,German Shepherd Dog,Dog,NULL,2013-03-24 00:00:00,0,Intact Female,2016-02-01 22:06:50,NULL,3,NULL
5364,4176,Torrance,Old English Bulldog,Dog,NULL,2009-12-04 00:00:00,1,Neutered Male,2016-02-01 22:09:40,NULL,3,NULL
5365,4177,Diamond,Akita Inu,Dog,NULL,2003-10-15 00:00:00,0,Spayed Female,2016-02-01 22:10:31,NULL,3,NULL
5366,4178,Bailey,Greater Swiss Mountain Dog,Dog,NULL,2010-10-09 00:00:00,0,Spayed Female,2016-02-01 22:11:26,NULL,3,NULL
5367,4179,Maggie,Pug Mixed,Dog,NULL,2009-12-19 00:00:00,0,Spayed Female,2016-02-01 22:12:03,NULL,3,NULL
5368,4180,Zoey,DSH,Cat,NULL,2003-04-13 00:00:00,0,Spayed Female,2016-02-01 22:13:05,NULL,3,NULL
5369,4181,Raya,DSH,Cat,NULL,2012-08-17 00:00:00,0,Spayed Female,2016-02-01 22:14:38,NULL,3,NULL
5370,4182,Tiger,DSH,Cat,NULL,2009-07-30 00:00:00,0,Spayed Female,2016-02-01 22:16:08,2016-09-14 15:00:02,3,America/Toronto
5371,4183,Roxy,Shih Tzu Mixed,Dog,NULL,2010-05-04 00:00:00,0,Spayed Female,2016-02-01 22:17:02,NULL,3,NULL
5372,4184,Katie,Poodle Mixed,Dog,NULL,2010-08-09 00:00:00,0,Spayed Female,2016-02-01 22:18:10,NULL,3,NULL
5373,4185,Cleo,DSH,Cat,NULL,1999-05-20 00:00:00,0,Spayed Female,2016-02-01 22:19:02,NULL,3,NULL
5374,4186,Lucky,DSH,Cat,NULL,2011-03-24 00:00:00,1,Neutered Male,2016-02-01 22:19:35,NULL,3,NULL
5375,4187,Tessa,DSH,Cat,NULL,2013-06-18 00:00:00,1,Neutered Male,2016-02-01 22:20:13,NULL,3,NULL
5376,4188,Grace,DSH,Cat,NULL,2008-01-19 00:00:00,0,Spayed Female,2016-02-01 22:49:20,NULL,3,NULL
5377,3885,Maverick,Poodle,Dog,NULL,2013-07-30 00:00:00,1,Neutered Male,2016-02-02 04:02:42,2016-05-17 15:00:03,3,America/Edmonton
5378,4189,stam pet,mixed,Dog,NULL,2015-02-02 00:00:00,1,Intact Male,2016-02-02 07:49:56,2016-02-02 07:53:18,3,NULL
5379,4190,Bruno,Mixed,Dog,NULL,2002-07-25 00:00:00,1,Intact Male,2016-02-02 08:48:45,NULL,3,NULL
5380,4191,Snowball,Beagle,Dog,NULL,2004-12-20 00:00:00,0,Intact Female,2016-02-02 13:10:38,NULL,3,NULL
5381,4192,Norma,"Lab. Retriever, Mix",Dog,NULL,2015-02-13 00:00:00,0,Spayed Female,2016-02-02 13:11:51,NULL,3,NULL
5382,4193,Buffy,"Longhair, Domestic",Cat,NULL,2007-12-01 00:00:00,1,Neutered Male,2016-02-02 13:19:24,NULL,3,NULL
5383,4194,Bela,"Retriever, Labrador",Dog,NULL,2013-10-09 00:00:00,0,Intact Female,2016-02-02 13:20:25,NULL,3,NULL
5384,4195,Hershel,"Blue Heeler, Australian",Dog,NULL,2014-03-31 00:00:00,1,Neutered Male,2016-02-02 13:21:14,NULL,3,NULL
5385,4196,Bear,"Retriever, Labrador",Dog,NULL,2013-10-03 00:00:00,1,Intact Male,2016-02-02 13:22:14,NULL,3,NULL
5386,4197,Vincenzo,"Greyhound, Italian",Dog,NULL,2002-06-24 00:00:00,1,Neutered Male,2016-02-02 13:23:02,NULL,3,NULL
5387,4198,Ida,"Shepherd, Australian",Dog,NULL,2008-09-30 00:00:00,0,Spayed Female,2016-02-02 13:26:29,NULL,3,NULL
5388,4199,Paisley,"Sheepdog, Shetland",Dog,NULL,2006-04-05 00:00:00,0,Spayed Female,2016-02-02 13:27:26,NULL,3,NULL
5389,4200,Toby,"Terrier, Mix",Dog,NULL,2011-01-28 00:00:00,1,Neutered Male,2016-02-02 13:28:18,NULL,3,NULL
5390,4201,Kaimen,"Shorthair, Domestic",Cat,NULL,2001-11-12 00:00:00,1,Neutered Male,2016-02-02 13:30:25,NULL,3,NULL
5391,4202,Murphy,Springer Spaniel,Dog,NULL,2002-04-21 00:00:00,1,Neutered Male,2016-02-02 13:34:29,NULL,3,NULL
5392,4203,Ducky,Newfoundland Mix,Dog,NULL,2015-04-01 00:00:00,1,Intact Male,2016-02-02 13:45:46,NULL,3,NULL
5393,4204,Argyle,"Terrier, Scottish",Dog,NULL,2007-11-22 00:00:00,1,Neutered Male,2016-02-02 13:53:12,NULL,3,NULL
5394,4205,Greta,"Retriever, Labrador Mix",Dog,NULL,2014-02-16 00:00:00,0,Spayed Female,2016-02-02 13:54:55,NULL,3,NULL
5395,4206,Tess,"Terrier, Cairn",Dog,NULL,2005-11-01 00:00:00,0,Spayed Female,2016-02-02 13:57:37,NULL,3,NULL
